0	1	1
0	2	1
0	3	1
1	3	1
2	3	1
0	4	1
3	4	1
0	5	1
3	5	1
0	6	1
3	6	1
4	6	1
0	7	1
3	7	1
0	8	1
0	9	1
1	9	1
3	9	1
8	9	1
0	10	1
3	10	1
0	11	1
2	11	1
3	11	1
0	12	1
3	12	1
6	12	1
0	13	1
3	13	1
7	13	1
0	14	1
3	14	1
4	14	1
9	14	1
0	15	1
3	15	1
14	15	1
0	16	1
0	17	1
3	17	1
0	18	1
3	18	1
7	18	1
15	18	1
0	19	1
2	19	1
3	19	1
4	19	1
7	19	1
18	19	1
0	20	1
2	20	1
0	21	1
15	21	1
18	21	1
0	22	1
3	22	1
7	22	1
14	22	1
18	22	1
0	23	1
3	23	1
19	23	1
18	24	1
18	25	1
18	26	1
0	27	1
3	27	1
0	28	1
3	28	1
19	28	1
27	28	1
14	29	1
19	29	1
0	30	1
11	30	1
17	30	1
0	31	1
3	31	1
5	31	1
15	31	1
19	31	1
6	32	1
31	32	1
18	33	1
18	34	1
19	34	1
29	34	1
18	35	1
18	36	1
22	36	1
18	37	1
18	38	1
18	39	1
31	39	1
0	40	1
18	41	1
18	42	1
25	42	1
3	43	1
7	43	1
18	43	1
21	43	1
0	44	1
18	44	1
18	45	1
18	46	1
0	47	1
1	47	1
0	48	1
1	48	1
14	48	1
5	49	1
0	50	1
31	50	1
0	51	1
5	51	1
31	51	1
39	51	1
31	52	1
31	53	1
31	54	1
31	55	1
0	56	1
18	56	1
21	56	1
31	56	1
39	56	1
51	56	1
18	57	1
51	57	1
56	57	1
56	58	1
51	59	1
56	59	1
56	60	1
51	61	1
56	61	1
51	62	1
51	63	1
51	64	1
0	65	1
5	65	1
5	66	1
65	66	1
0	67	1
0	68	1
0	69	1
0	70	1
0	71	1
2	71	1
3	71	1
11	71	1
0	72	1
0	73	1
3	73	1
15	73	1
0	74	1
3	74	1
0	75	1
2	75	1
20	75	1
0	76	1
0	77	1
0	78	1
0	79	1
0	80	1
0	81	1
34	82	1
22	83	1
24	83	1
36	83	1
19	84	1
34	84	1
34	85	1
82	85	1
84	85	1
0	86	1
86	87	1
50	88	1
0	89	1
31	89	1
50	89	1
19	90	1
0	91	1
0	92	1
2	93	1
11	93	1
0	94	1
12	94	1
93	95	1
7	96	1
7	97	1
0	98	1
18	99	1
18	100	1
0	101	1
0	102	1
0	103	1
0	104	1
19	105	1
19	106	1
31	107	1
3	108	1
18	109	1
